TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-09-25,2026-09-25,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,7216.95,7216.95,7022.75,7057.90,7057.90,7115.00,,7052.88,,,2883,20467777.00,620,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,1384.75,1402.75,1357.25,1367.10,1364.35,1369.40,,1365.45,,,28779,39739502.00,1605,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,798.75,798.75,789.70,792.30,792.30,795.30,,791.96,,,226818,179263633.00,1222,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500009,INE432A01017,AMBALALSA,T,,,,,AMBALAL SARABHAI ENTERPRISES L,41.20,41.25,40.15,40.55,40.15,41.13,,41.02,,,4557,186221.00,30,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,42.15,43.20,41.51,42.48,42.48,42.50,,42.48,,,33868,1437383.00,236,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,3.73,3.73,3.73,3.73,3.73,3.66,,3.93,,,10,37.00,1,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,3.93,3.97,3.70,3.83,3.86,3.85,,3.83,,,13100,49848.00,61,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,6.96,7.29,6.96,7.18,7.18,7.22,,7.18,,,1774,12650.00,13,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500020,INE032A01023,BOMDYEING,B,,,,,BOMBAY DYEING & MFG.CO.LTD.,109.25,110.65,108.45,109.85,109.70,109.85,,109.83,,,32438,3550742.00,390,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,387.05,387.55,385.00,386.85,386.85,392.50,,394.35,,,503,193692.00,8,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6121.00,6121.00,6054.00,6075.65,6079.95,6123.40,,6070.64,,,916,5578038.00,167,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,23.90,23.90,20.10,21.31,21.31,23.38,,21.31,,,108815,2379432.00,541,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,322.00,323.00,318.00,319.00,319.55,321.60,,318.95,,,6973,2229114.00,511,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,B,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,20.10,21.08,19.79,20.78,20.78,19.92,,20.78,,,1563822,32130482.00,3760,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,17280.00,17422.00,17082.80,17350.00,17350.00,17245.00,,17383.29,,,4684,80787732.00,1519,F1,1,,,,,
2026-09-25,2026-09-25,CM,BSE,STK,500034,INE296A01032,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,983.00,997.00,980.00,995.00,995.00,983.15,,996.86,,,293249,289804979.00,7301,F1,1,,,,,
